队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
172,16,22,2,18.1,45.300,2.4,5.3,37.900,0.5,1.3,57.100,0.5,1,4.1,0.9,3.2,1.2,0.5,0,0.8,1,5.9
172,17,22,0,16.1,54.900,2.5,4.6,0.000,0,0.1,85.700,0.5,0.6,3.9,1.1,2.8,0.9,0.1,0.8,1.1,2,5.6
172,18,22,0,9,41.200,1.3,3.1,28.600,0.4,1.3,78.900,0.7,0.9,1,0.1,0.9,0.5,0.2,0,0.4,1,3.6
173,0,73,73,34.3,51.700,8.4,16.2,39.300,0.9,2.3,89.200,5.4,6.1,7,0.7,6.3,2.6,0.5,0.6,1.9,2.4,23
173,1,82,10,31.3,45.100,6,13.3,36.200,1.5,4.3,85.000,2.2,2.6,1.9,0.3,1.6,4.1,1.1,0.2,2,1.7,15.8
173,2,29,29,29.9,45.000,5.9,13,43.100,1,2.2,77.300,2.3,3,4.1,0.8,3.3,1.6,1,0.3,1.7,2,15
173,3,80,27,28.2,52.000,5.4,10.4,15.200,0.1,0.4,76.800,1.6,2.1,6.9,2.1,4.8,1.4,0.9,0.6,1.6,1.8,12.5
173,4,74,74,27.8,65.400,3.6,5.5,,0,0,73.200,2.9,4,9.4,2.8,6.6,0.4,0.5,1.1,1.2,3.2,10.1
173,5,81,2,20.6,43.900,3.5,8,34.900,0.8,2.3,84.700,1.6,1.9,2,0.4,1.6,3.9,0.4,0,1.7,1.7,9.5
173,6,25,13,20.2,42.900,3.2,7.4,40.000,1.7,4.2,93.800,0.6,0.6,2.6,0.6,2.1,0.9,0.4,0.1,0.4,0.9,8.6
173,7,28,26,17.7,42.200,3.4,8,30.100,0.9,3,76.700,0.8,1.1,1.9,0.3,1.6,2.3,0.7,0.3,1.7,2.7,8.4
173,8,80,80,33.2,36.100,2.7,7.5,34.000,1.7,4.9,87.000,0.8,1,4.4,0.4,4,8.2,1.7,0.4,2.2,1.5,7.9
173,9,72,54,16.1,38.800,1.8,4.6,37.800,1.3,3.5,76.700,0.5,0.6,1.5,0.3,1.2,1.1,0.3,0.1,0.6,1,5.3
173,10,13,2,11.4,49.000,1.9,3.9,30.800,0.3,1,71.400,1.2,1.6,1.8,0.9,0.8,0.9,0.8,0.2,0.8,1.9,5.3
173,11,72,8,18.5,57.400,1.8,3.1,0.000,0,0,36.200,0.9,2.5,5.2,1.8,3.4,0.3,0.2,1,0.7,2,4.4
173,12,10,6,16.3,42.900,1.5,3.5,43.800,0.7,1.6,80.000,0.4,0.5,1.2,0,1.2,0.7,0.5,0.3,0.5,1.5,4.1
173,13,56,0,8.7,56.100,1,1.8,0.000,0,0,76.800,1.1,1.5,2.1,0.8,1.4,0.1,0.3,0.3,0.4,1.9,3.1
173,14,10,2,7.5,37.500,1.2,3.2,42.900,0.3,0.7,66.700,0.2,0.3,1.7,0.5,1.2,0.2,0.3,0.5,0.1,1.3,2.9
173,15,56,4,11,43.000,0.8,1.8,48.300,0.8,1.6,94.400,0.3,0.3,1.1,0.2,0.9,0.7,0.4,0.1,0.3,1.5,2.6
173,16,18,0,7.5,31.100,0.8,2.5,0.000,0,0.2,82.400,0.8,0.9,1.4,0.3,1.1,1.1,0.3,0.2,0.6,0.4,2.3
173,17,7,0,2.6,50.000,0.6,1.1,75.000,0.4,0.6,,0,0,0.7,0,0.7,0,0,0,0,0.4,1.6
174,0,62,62,33.5,45.700,7.6,16.7,36.800,1.3,3.4,89.600,5.1,5.7,6.7,0.7,6,2.2,0.7,0.5,1.9,2.1,21.6
174,1,63,1,31.7,43.000,5.7,13.2,37.800,2.2,5.8,88.300,1.6,1.8,2.4,0.3,2.1,3.6,1.2,0.2,2,1.1,15.1
174,2,63,63,30.5,44.600,4.6,10.3,29.400,0.3,1.1,79.600,1.2,1.5,7.4,2.3,5.1,2.1,1.1,0.6,1.6,1.4,10.6
174,3,61,40,25.3,41.100,3.7,8.9,36.100,1.2,3.4,82.600,1.6,1.9,3.4,0.5,2.8,2.3,0.9,0.4,1.4,2.2,10.1
174,4,44,33,24.1,46.100,3.8,8.2,35.500,0.6,1.7,88.600,1.4,1.6,2.3,0.3,2,3.2,1.3,0.3,1.7,1.5,9.6
174,5,53,12,21.7,42.200,3.5,8.4,28.800,0.7,2.5,84.100,1.1,1.3,2.8,0.4,2.5,2.9,1.1,0.5,1.3,1.8,8.9
174,6,49,0,16.1,61.800,2.9,4.8,0.000,0,0,63.400,1.1,1.7,3.6,1.3,2.3,0.3,0.4,1.3,0.4,1.2,6.9
174,7,50,4,20.6,35.200,2.5,7,25.200,0.6,2.2,59.200,1.2,2,4.2,0.7,3.4,1.7,0.4,0.4,1,1.9,6.6
174,8,48,48,28.7,36.300,2.1,5.7,35.400,1.6,4.6,78.600,0.5,0.6,4.1,0.3,3.8,5.5,1.7,0.2,1.9,1.7,6.2
174,9,61,12,18.7,54.600,2.1,3.9,0.000,0,0,63.900,1.5,2.4,4.7,1.8,3,0.2,0.6,0.5,0.8,2.9,5.8
174,10,54,54,21.2,51.800,2.2,4.2,,0,0,46.900,0.8,1.8,6,2.6,3.4,0.4,0.4,1,0.9,2.2,5.2
174,11,8,0,8.1,75.000,1.5,2,,0,0,83.300,0.6,0.8,1.6,1.1,0.5,0.3,0.1,0.6,0.9,1.8,3.6
174,12,33,1,8.1,39.700,0.9,2.2,12.500,0,0.2,78.400,0.9,1.1,1.3,0.3,1.1,1.3,0.3,0.2,0.8,0.8,2.7
174,13,30,0,6.8,37.800,1,2.7,30.000,0.1,0.3,66.700,0.5,0.7,1.6,0.4,1.2,0.2,0.2,0.3,0.5,0.8,2.6
174,14,3,0,6,37.500,1,2.7,33.300,0.3,1,,0,0,0,0,0,0,0.3,0,1.3,0.3,2.3
174,15,44,0,6.3,25.500,0.3,1.3,20.400,0.2,1.1,83.300,0.1,0.1,0.8,0.1,0.7,0.4,0.2,0,0.2,0.9,1
175,0,53,47,31.4,47.100,6.5,13.7,41.400,1.2,3,86.000,3.1,3.6,6.8,0.7,6.2,2.5,0.7,0.7,1.3,1.8,17.3
175,1,82,82,35.6,44.900,5.6,12.5,40.700,1.7,4.3,82.000,2.3,2.8,3.5,0.4,3.1,4.4,1.1,0.3,2.6,2.4,15.3
175,2,81,3,25.8,43.500,4.6,10.6,40.600,2,4.9,81.600,2.2,2.8,4.1,0.7,3.4,2.4,0.9,0.5,1.3,2.8,13.4
175,3,67,67,30,51.400,5.3,10.3,31.500,0.3,1.1,78.200,1.2,1.5,7.8,2.2,5.7,2.4,1.1,0.7,1.5,1.7,12.1
175,4,81,47,29.3,47.100,4.2,8.9,35.300,0.6,1.7,88.000,3,3.4,2.7,0.4,2.3,5.1,1.2,0.1,2.1,1.7,12
175,5,66,52,20.7,50.700,4.7,9.3,0.000,0,0,78.800,1,1.3,5.6,1.5,4.2,0.8,0.4,0.8,1.6,2.1,10.5
175,6,9,9,25.3,35.400,2.6,7.2,43.500,1.1,2.6,91.300,2.3,2.6,1.7,0,1.7,3.4,0.6,0.2,2,2.7,8.6
175,7,64,16,18,59.700,3.8,6.3,0.000,0,0,61.500,0.9,1.5,4.1,1.3,2.7,0.6,0.4,1.2,0.5,1.2,8.5
175,8,72,18,21.3,47.300,3.1,6.6,0.000,0,0,71.000,0.9,1.3,6,1.8,4.2,1,0.7,1.3,0.8,2.7,7.2
175,9,45,23,19.2,37.300,2.2,6,38.400,1.1,2.8,79.300,0.5,0.6,1.6,0.2,1.4,3.1,0.6,0.1,1.2,2.1,6.1
175,10,78,16,17.3,38.400,1.8,4.7,32.800,0.8,2.5,64.400,0.6,0.9,2.4,0.4,1.9,1.2,0.8,0.2,0.6,1.6,5
175,11,14,1,18.3,36.100,1.6,4.4,31.400,0.8,2.5,90.900,0.7,0.8,3.5,0.5,3,0.5,0.7,0.4,0.5,2.1,4.6
175,12,2,0,12.5,50.000,2,4,,0,0,25.000,0.5,2,2,1,1,0,0,0,1.5,3.5,4.5
175,13,45,0,12.2,36.900,1.4,3.9,29.200,0.5,1.6,78.900,0.7,0.8,1.3,0.2,1.1,1.9,0.4,0.1,0.7,1.2,4
175,14,29,3,11.7,36.700,1.4,3.8,11.100,0,0.3,66.000,1.2,1.8,1.6,0.6,0.9,2.9,0.5,0.1,1.3,1,4
175,15,50,15,12.7,35.700,1,2.8,21.600,0.2,0.7,80.500,1.3,1.6,1.4,0.3,1.1,0.6,0.2,0.1,0.4,1.5,3.5
175,16,6,0,10.7,35.700,0.8,2.3,0.000,0,0.7,70.000,1.2,1.7,0.8,0,0.8,0.7,0.3,0,0.2,0.7,2.8
175,17,47,11,9.7,51.500,1.1,2.2,0.000,0,0,61.000,0.5,0.9,2.8,1.1,1.7,0.1,0.3,0.8,0.4,1.4,2.8
175,18,17,0,4.8,50.000,1,2,20.000,0.1,0.3,100.000,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0,0.2,0.6,2.3
175,19,8,0,3.3,42.900,0.8,1.8,66.700,0.3,0.4,100.000,0.3,0.3,0.4,0.1,0.3,0.1,0.1,0,0.3,0.4,2
175,20,3,0,3,50.000,0.7,1.3,50.000,0.3,0.7,,0,0,0.3,0,0.3,0.3,0,0,0,1,1.7
175,21,3,0,1.7,50.000,0.3,0.7,,0,0,,0,0,0,0,0,0,0,0,0.3,0,0.7
175,22,2,0,2,0.000,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0
176,0,80,80,32.8,49.700,7.9,15.9,39.800,1.6,4.1,89.900,4.2,4.7,6.2,0.5,5.7,2.7,0.9,0.6,1.5,2.1,21.7
176,1,82,82,36.9,45.100,7,15.6,33.000,0.8,2.5,78.800,4.1,5.2,3.6,0.5,3.1,5.7,1.7,0.3,3.2,2.4,19
176,2,81,0,24.4,40.700,4.1,10,39.400,1.8,4.6,82.100,2,2.4,3.5,0.8,2.7,2.6,0.8,0.4,1.3,2.6,11.9
176,3,81,81,30.5,45.600,4.2,9.2,44.900,2.4,5.2,82.500,0.6,0.8,2.4,0.4,2,4.7,0.9,0.1,1.3,1.7,11.4
176,4,76,76,31.7,48.200,4.5,9.3,35.800,0.8,2.1,78.500,0.7,0.9,6.5,1.7,4.8,1.6,1.2,0.5,1.3,1.6,10.4
176,5,58,0,18.7,67.700,3.9,5.7,,0,0,72.600,1.3,1.8,4.2,1.8,2.4,0.5,0.6,0.9,0.6,1.6,9.1
176,6,40,0,20.4,37.800,2.4,6.4,30.700,0.8,2.5,80.000,2.3,2.9,2.1,0.2,1.9,4.5,0.7,0.1,1.5,1.8,7.9
176,7,80,68,20.2,56.800,2.7,4.7,0.000,0,0,73.700,1.3,1.7,6.8,2.5,4.3,0.5,0.5,1.2,1.1,2.6,6.6
176,8,78,13,15.6,53.400,2.7,5,0.000,0,0,63.600,1,1.6,4.7,1.8,2.9,0.9,0.8,0.3,1,2.5,6.4
176,9,78,8,16.1,43.900,1.7,3.8,33.100,0.6,1.9,75.400,0.6,0.8,2.5,0.6,1.9,0.8,0.8,0.3,0.5,1.3,4.6
176,10,45,1,8.8,43.700,1.2,2.8,42.400,0.6,1.3,90.900,0.2,0.2,1,0.2,0.8,0.4,0.4,0,0.2,0.7,3.2
176,11,48,0,10.3,38.000,1.1,2.9,31.600,0.3,0.8,64.000,0.3,0.5,0.9,0.2,0.6,1.5,0.5,0,0.8,1,2.8
176,12,31,1,9.5,34.900,1,2.8,25.000,0.2,0.6,66.700,0.3,0.4,0.9,0.2,0.7,2,0.1,0,1,1,2.4
176,13,11,0,2.9,35.300,0.5,1.5,37.500,0.3,0.7,100.000,0.4,0.4,0.2,0,0.2,0.2,0.1,0,0.2,0.2,1.7
176,14,30,0,4.8,47.800,0.4,0.8,0.000,0,0,54.500,0.2,0.4,1.4,0.5,0.9,0.1,0.1,0.3,0.3,0.8,0.9
177,0,80,80,33.7,44.500,7.5,16.9,28.500,1,3.6,75.200,2.9,3.8,2.4,0.4,2,4.1,1.9,0.3,2.5,2.5,18.9
177,1,77,77,29.7,45.900,6.3,13.8,38.000,1.4,3.6,88.200,3.3,3.8,5.9,0.6,5.4,1.9,0.5,0.4,1.1,2.1,17.3
177,2,66,66,33.1,46.200,5.8,12.6,38.000,2,5.3,72.000,2.1,2.9,4.9,1,3.9,2.4,1,0.3,1.5,2.1,15.7
177,3,23,1,16.6,58.100,4.5,7.8,0.000,0,0,67.800,1.7,2.6,3.7,1.2,2.5,0.3,0.4,0.2,0.7,2.2,10.8
177,4,75,75,30.5,66.600,3.9,5.9,,0,0,72.000,2.5,3.4,11.5,3.9,7.6,1.1,0.6,1.2,1.4,2.3,10.3
177,5,46,46,28.7,43.600,4.2,9.7,35.200,0.4,1.2,45.200,0.4,0.9,4.5,1,3.5,6.5,1.2,0.1,2.9,2.4,9.3
177,6,27,0,18.8,74.800,3.7,5,,0,0,75.000,1.3,1.8,4.1,1.9,2.2,0.4,0.6,1.6,0.5,1.6,8.8
177,7,76,3,22.2,41.800,2.9,6.9,35.700,1.3,3.5,81.500,1.7,2.1,1.8,0.2,1.6,3.1,1,0.2,1.1,1.9,8.8
177,8,77,10,17.8,42.000,2.9,7,32.300,0.7,2.2,80.900,1,1.2,1.7,0.3,1.4,3.4,0.4,0,0.9,1.4,7.5
177,9,23,23,25.3,37.400,2.7,7.1,36.900,1.7,4.5,87.500,0.3,0.3,2.7,0.6,2.1,4.1,0.7,0.1,1.7,2.3,7.3
177,10,64,1,10.6,41.400,2.3,5.7,37.600,1.3,3.5,57.100,0.3,0.5,2.3,0.5,1.9,0.3,0.2,0.3,0.4,1,6.3
177,11,74,18,16.9,44.400,1.9,4.4,42.600,0.9,2.1,68.400,1.1,1.5,2.5,0.3,2.1,0.8,0.4,0.1,0.7,1.6,5.8
177,12,74,3,18.5,41.200,2,4.8,27.400,0.5,1.7,71.200,1.1,1.6,4.6,1.5,3.1,0.8,0.9,0.8,0.7,1.9,5.6
177,13,29,3,9.7,40.600,1.5,3.7,29.400,0.3,1.2,80.000,0.4,0.5,0.9,0.1,0.8,1.4,0.4,0.1,0.6,0.6,3.7
177,14,25,0,10.7,43.400,1.3,3,34.200,0.5,1.5,90.900,0.4,0.4,1.2,0.5,0.7,0.5,0.6,0.2,0.4,1,3.6
177,15,24,0,9.5,43.500,1.1,2.6,27.300,0.1,0.5,77.400,1,1.3,2,0.8,1.3,0.4,0.3,0.3,0.4,1.6,3.4
177,16,16,2,9.8,44.400,0.8,1.7,,0,0,87.000,1.3,1.4,2.4,1.1,1.3,0.3,0.1,0.9,0.4,1.1,2.8
177,17,42,2,8.6,61.200,0.7,1.2,,0,0,51.300,0.5,0.9,1.9,0.6,1.3,0.2,0.2,0.3,0.3,1.3,1.9
177,18,5,0,2.2,0.000,0,1.2,0.000,0,0.6,50.000,0.2,0.4,0.4,0.2,0.2,0.2,0,0,0.4,0.2,0.2
178,0,75,75,31.5,44.800,6.6,14.8,36.800,1.7,4.6,89.300,3.3,3.7,6.5,0.7,5.8,1.8,0.7,0.7,1.1,2.1,18.3
178,1,65,63,32.4,41.400,4.9,11.9,34.400,1.5,4.3,86.900,2.8,3.2,2.9,0.3,2.6,5.8,0.9,0.2,2.3,2.4,14.1
178,2,61,51,29.5,49.200,5.2,10.7,41.400,1.7,4.1,68.400,1.5,2.2,4.7,0.5,4.2,2.8,0.8,0.3,1.6,1.9,13.7
178,3,78,78,33.9,38.800,4.2,10.9,36.000,2.4,6.7,86.300,1.6,1.9,3.1,0.3,2.7,1.9,1,0.2,1,2.3,12.5
178,4,74,16,22.5,44.600,4.3,9.6,38.500,1.4,3.5,77.100,1,1.3,2.1,0.4,1.7,4.1,0.4,0,1.5,1.5,10.9
178,5,80,31,27.4,40.600,3.5,8.5,28.200,0.8,2.7,84.700,1.9,2.2,3.2,0.5,2.8,3.6,0.9,0.2,1.5,1.8,9.5
178,6,76,69,26.4,46.600,2.9,6.2,0.000,0,0,76.800,2.8,3.6,9.4,3.3,6.2,1.7,0.8,0.3,1.6,2.4,8.6
178,7,25,1,17.3,63.600,3.6,5.7,,0,0,73.800,1.2,1.7,7,2.4,4.6,1.2,0.4,0.6,1.1,2.5,8.5
178,8,64,0,20,44.700,2.6,5.8,32.900,0.8,2.5,72.100,1.6,2.2,2.2,0.3,1.9,1.8,0.9,0.2,1,1.9,7.6
178,9,69,2,14.4,49.300,2.1,4.3,12.500,0,0.2,73.900,1.5,2.1,4,1.2,2.7,0.6,0.5,0.3,0.6,1.7,5.8
178,10,62,4,10.7,38.200,2,5.3,27.300,0.8,2.8,91.700,0.4,0.4,2.5,0.4,2.1,0.4,0.3,0.2,0.5,1.1,5.1
178,11,34,2,10.8,57.500,2.3,3.9,0.000,0,0,50.000,0.5,1.1,3.9,1.6,2.4,0.1,0.1,0.8,0.6,1.4,5.1
178,12,55,9,11.7,40.600,1.3,3.2,26.500,0.4,1.5,80.000,0.8,1,2.4,0.3,2.1,0.5,0.3,0.5,0.4,0.8,3.8
178,13,34,6,11.7,62.800,1.4,2.3,0.000,0,0,58.700,0.8,1.4,3.6,1.2,2.4,0.3,0.2,1.1,0.7,1.6,3.7
178,14,21,1,9.1,41.400,1.4,3.3,15.800,0.1,0.9,88.900,0.4,0.4,1,0.2,0.9,0.4,0.1,0,0.5,0.5,3.3
178,15,30,2,8.3,54.200,0.9,1.6,25.000,0.1,0.5,71.400,0.5,0.7,1.8,0.4,1.4,0.1,0.2,0.3,0.2,0.6,2.4
179,0,79,79,35.5,46.800,7.6,16.2,35.100,1,2.8,86.100,3.1,3.6,5,1.2,3.8,1.5,0.8,0.2,1.3,1.6,19.2
179,1,54,54,26.3,43.700,5.5,12.6,37.800,1.5,3.9,87.500,1.8,2.1,6.5,0.4,6.1,1.5,0.6,0.7,0.9,2.1,14.2
179,2,73,73,34.2,39.300,4.6,11.6,36.300,2.4,6.6,81.600,2,2.5,3.5,0.2,3.3,2.9,1.1,0.2,1.4,2.2,13.5
179,3,40,40,29.3,43.000,4.9,11.3,34.800,1.6,4.5,82.100,1.7,2.1,2.6,0.3,2.2,6.9,0.6,0.1,2.5,2.4,13.1
179,4,70,42,29,48.100,4.8,10,42.500,2,4.6,85.000,1.2,1.4,2.6,0.4,2.2,2.7,1.1,0.1,1.3,1.8,12.8
179,5,36,29,29.1,41.200,3.9,9.6,40.300,1.7,4.1,87.700,1.8,2,2.8,0.4,2.3,4.3,1.1,0.2,1.6,2.2,11.3
179,6,35,6,22,41.400,4.1,9.8,35.800,1.5,4.2,86.300,1.3,1.5,2.4,0.3,2.1,5.5,0.4,0,1.8,0.9,10.9
179,7,22,12,22,57.500,3.5,6.1,,0,0,70.800,1.5,2.2,6.8,2.1,4.7,0.9,1,1.1,1,2.5,8.5
179,8,1,0,25,50.000,3,6,0.000,0,1,66.700,2,3,7,3,4,0,2,0,0,3,8
179,9,65,0,16.8,39.900,2.1,5.2,32.800,0.9,2.7,82.900,1.6,2,2,0.2,1.8,2.1,0.7,0.1,0.9,1.6,6.7
179,10,77,3,17.3,51.500,2.5,4.9,28.400,0.3,1,75.900,1.4,1.8,4,1.2,2.8,0.6,0.8,0.5,0.4,1.8,6.7
179,11,51,2,13.9,40.100,2.2,5.4,30.300,0.7,2.4,79.500,1.4,1.7,2.9,0.8,2.2,0.6,0.5,0.3,0.8,1.3,6.5
179,12,17,0,13.6,36.800,2.1,5.6,33.300,0.9,2.6,72.400,1.2,1.7,1.3,0.1,1.2,1.5,0.5,0,1.2,1.2,6.2
179,13,5,0,15.4,44.000,2.2,5,35.700,1,2.8,0.000,0,0.4,0.6,0,0.6,2.4,0.2,0,1.6,1.2,5.4
179,14,9,0,12.9,42.100,1.8,4.2,33.300,0.3,1,71.400,0.6,0.8,2.6,0.9,1.7,1,0.2,0.4,0.3,0.9,4.4
179,15,8,1,10.5,33.300,1.6,4.9,27.300,0.4,1.4,85.700,0.8,0.9,1.1,0.1,1,2.4,0.3,0,0.4,0.6,4.4
179,16,81,35,20.3,37.200,1.5,4.1,29.300,0.7,2.4,75.400,0.6,0.8,2.7,0.7,2.1,0.8,0.6,0.3,0.6,1.5,4.3
179,17,26,21,22.5,46.900,1.5,3.1,0.000,0,0,27.300,0.1,0.4,8.4,2.2,6.2,1.9,0.5,1,1.7,3.2,3
179,18,73,11,12.4,64.200,1.2,1.9,33.300,0,0,59.000,0.5,0.8,4.2,1.3,2.9,0.2,0.4,0.8,0.5,2.1,2.9
179,19,54,2,9.7,36.900,1,2.6,30.500,0.5,1.8,77.300,0.3,0.4,1.7,0.5,1.3,0.9,0.3,0.1,0.5,0.8,2.8
179,20,22,0,7.3,40.500,0.8,1.9,50.000,0.2,0.5,45.000,0.4,0.9,1.6,0.4,1.3,0.2,0,0.6,0.5,1,2.2
179,21,6,0,8,29.400,0.8,2.8,14.300,0.2,1.2,66.700,0.3,0.5,1.3,0.3,1,0,0,0,0.3,1.5,2.2
179,22,4,0,6.3,20.000,0.8,3.8,0.000,0,0.5,50.000,0.5,1,2.3,0.8,1.5,0.5,0,0,0.5,0.3,2
179,23,3,0,3.3,0.000,0,1,0.000,0,0.3,,0,0,0.7,0,0.7,0,0,0,0.3,0.3,0
180,0,80,80,32.5,43.600,6.9,15.8,38.300,2.2,5.7,88.800,7.4,8.4,3.2,0.4,2.9,2.5,1,0.2,2.3,1.9,23.5
180,1,74,74,32.6,50.400,7.7,15.3,0.000,0,0,73.800,2.9,3.9,8.2,2,6.2,2.5,0.6,0.6,2,3.1,18.3
180,2,75,71,34.2,42.600,4.6,10.8,37.600,1.7,4.6,76.500,2.6,3.3,4.1,1.2,2.9,6.7,1.4,0.3,2.1,2.8,13.5
180,3,34,7,23.9,34.600,3.9,11.4,28.400,1.4,5,94.000,2.3,2.4,1.5,0.3,1.2,3.8,0.6,0.1,1.6,2,11.6
180,4,5,5,18.2,48.600,3.6,7.4,,0,0,93.800,3,3.2,5.4,1.4,4,0.8,0,1.6,1.4,2.6,10.2
180,5,78,22,22.3,42.500,3.6,8.4,32.500,1.1,3.5,85.500,1.5,1.8,3.6,0.7,2.9,1.6,0.5,0.2,0.9,1.5,9.8
180,6,59,59,30.8,45.600,3.2,6.9,39.100,1.5,3.8,64.500,0.8,1.3,4.8,1,3.8,2.6,0.9,1.2,1.1,2.2,8.6
180,7,81,1,21.3,43.900,3.1,7.1,40.800,0.9,2.1,79.200,1.2,1.5,2.6,0.6,2,1.2,0.7,0.2,0.8,1.3,8.3
180,8,74,63,28.1,52.700,3.3,6.3,0.000,0,0,66.200,1.3,1.9,8.1,3,5.1,2.7,1.1,0.7,1.2,2.7,7.9
180,9,22,3,17.2,47.200,2.7,5.7,51.900,1.3,2.5,66.700,1.1,1.6,2.5,0.5,2,2.5,0.6,0.2,1,1.6,7.7
180,10,60,5,16.9,44.600,2.2,4.9,37.400,0.7,1.8,83.000,1.3,1.6,3.7,0.7,3,2.4,0.5,0.4,0.9,1.6,6.4
180,11,52,6,16.7,55.800,2.9,5.1,0.000,0,0,71.400,0.6,0.8,3.8,1.7,2.2,0.8,0.3,0.7,0.6,1.5,6.3
180,12,72,11,15.6,49.100,2.4,4.9,0.000,0,0,70.600,0.8,1.2,4.3,1.8,2.5,0.4,0.2,0.7,0.9,2.2,5.6
180,13,8,0,9.6,50.000,2,4,40.000,0.3,0.6,83.300,0.6,0.8,1.1,0.1,1,0.3,0.3,0.3,0.8,0.5,4.9
180,14,11,0,7.6,33.300,1.3,3.8,20.000,0.2,0.9,81.800,0.8,1,1.4,0.1,1.3,0.6,0.4,0,0.7,0.4,3.5
180,15,28,3,11.8,38.600,1.1,3,37.500,0.1,0.3,70.000,0.3,0.4,1.5,0.2,1.3,2.3,0.5,0.1,0.9,0.9,2.6
180,16,4,0,4,50.000,0.8,1.5,,0,0,50.000,0.5,1,1.3,0.5,0.8,0.3,0,0.3,0.3,0.5,2
180,17,18,0,7.7,30.600,0.6,2,16.700,0.1,0.3,40.000,0.2,0.6,1.9,1.1,0.8,0.6,0.4,0.2,0.2,1.2,1.5
180,18,5,0,2.2,0.000,0,0.6,,0,0,,0,0,0,0,0,0.4,0,0,0,0,0
180,19,2,0,2,0.000,0,0.5,,0,0,,0,0,0,0,0,0,0,0.5,0,1.5,0
181,0,40,40,31.6,41.300,5.6,13.4,34.700,2,5.6,89.400,4,4.5,2.7,0.3,2.3,2.8,0.7,0.1,1.8,1.8,17.1
181,1,66,66,31.3,49.100,6.6,13.5,0.000,0,0,77.300,2.3,3,6.5,1.8,4.6,2.1,0.5,0.4,2.3,3.2,15.5
181,2,47,38,32.1,40.900,4.5,10.9,37.400,1.7,4.5,86.400,3.6,4.2,4.5,0.8,3.7,6.6,1.6,0.3,2.8,2.8,14.3
181,3,66,28,26.5,46.200,4.2,9.1,33.700,1,3.1,80.500,2.3,2.9,2.5,0.8,1.7,5.3,1.3,0.2,2.4,2.5,11.7
181,4,58,26,30.4,43.300,4.3,10,40.100,1.5,3.7,82.600,1.2,1.5,2.7,0.4,2.3,1.5,1.2,0.4,1.1,1.8,11.4
181,5,58,9,22.4,44.200,3.6,8.1,40.200,1.5,3.8,77.100,0.9,1.2,3.7,0.7,3.1,1.3,0.5,0.1,0.9,1.1,9.6
181,6,63,57,28.6,45.200,3.9,8.7,33.700,1,2.8,55.100,0.7,1.2,4.8,1.4,3.3,2.1,1.2,0.5,1.3,2.3,9.5
181,7,64,1,23.2,44.000,3.5,8,0.000,0,0,70.200,0.6,0.9,4.5,1.8,2.7,0.8,0.4,0.6,0.8,1.8,7.7
181,8,65,45,22.2,50.600,3.1,6.1,0.000,0,0,79.600,1.4,1.7,7,2.4,4.6,0.5,0.6,1.7,1.3,2.5,7.5
181,9,19,13,24.1,48.400,3.2,6.6,40.000,0.1,0.3,42.300,0.6,1.4,9.3,2.7,6.5,1.7,0.9,1.5,0.5,2,7.1
181,10,32,7,14.7,50.400,2.1,4.2,0.000,0,0.1,64.100,0.8,1.2,4.8,1.5,3.4,0.4,0.3,0.7,0.8,1.9,5
181,11,8,0,13.9,33.300,1.5,4.5,22.200,0.3,1.1,86.700,1.6,1.9,1.4,0,1.4,2.1,0.1,0,0.9,0.6,4.9
181,12,12,0,15.1,35.100,1.7,4.8,42.100,0.7,1.6,50.000,0.5,1,2.3,0.2,2.2,0.8,0.3,0.1,0.8,1.3,4.5
181,13,11,0,12.3,29.300,1.1,3.7,22.200,0.2,0.8,78.600,1,1.3,0.7,0.1,0.6,2.5,0.3,0.1,0.8,0.7,3.4
181,14,6,0,8.2,30.000,1,3.3,22.200,0.3,1.5,66.700,0.7,1,1.2,0.3,0.8,0.8,0.5,0,0.8,0.3,3
181,15,8,0,7.9,43.800,0.9,2,,0,0,58.300,0.9,1.5,2.8,0.6,2.1,0.1,0,0.3,0.3,1.6,2.6
181,16,17,0,7.4,29.600,0.9,3.2,11.800,0.1,1,75.000,0.4,0.5,0.9,0.3,0.6,0.2,0.1,0.1,0.2,0.7,2.4
181,17,8,0,8.6,63.600,0.9,1.4,,0,0,,0,0,2.5,0.6,1.9,0.1,0.3,0.6,0.1,2.1,1.8
181,18,5,0,4.6,100.000,0.6,0.6,,0,0,,0,0,1.4,0.2,1.2,0,0,0.4,0,1,1.2
182,0,78,78,38.2,43.800,7.5,17.1,36.800,2.3,6.2,85.100,8.6,10.2,4.9,0.8,4.1,5.8,1.8,0.5,3.8,2.3,25.9
182,1,76,76,36.3,48.600,6,12.4,38.500,2,5.2,72.900,1.5,2,5.3,1,4.3,3.5,1,0.4,1.9,1.9,15.5
182,2,82,82,32.2,44.100,4.8,10.9,33.900,1.1,3.1,78.500,2.6,3.4,3,0.4,2.6,6.1,1.6,0.4,2.9,2.5,13.4
